text,label,önem derecesi
Altındağ Belediyesi Aydınlıkevler'de Saldırgan Köpekler Aydınlıkevler de Türk iș bloklarında oturuyorum. Köpekler sürü halinde geziyor. Önüne çıkan herkese saldırıyor. Acil! Bu işe belediyeden çözüm bekliyoruz. Aydınlıkevler Belediyesi. Altındağ Belediyesi lütfen yardım edin. Sürü halinde gezen köpeklerden dolayı sabah otobüs durağına yanaşamıyoruz. Hem karanlık hem boş gezen saldırgan köpekler korkunç bir hal alıyor.,Sokak Hayvanları Tehditi,3
Altındağ Belediyesi Köpek Toplanması Ve Saldırısı Her zaman aramama rağmen gelip köpekleri toplanıyorlar bizim can güvenliğimiz yok eşime saldırdılar çocuğum okula giderken sürekli köpek kovalıyor en kısa sürede gelip toplamasını istiyorum eşim bacağından ısırdılar köpeklerin toplanmasını istiyoruz en kısa sürede.,Sokak Hayvanları Tehditi,3
Altındağ Belediyesi Köpeklerin Sesinden Rahatsız Oluyoruz! Altındağ doğantepe 1315. Sokakta oturuyorum normalde hayvansever birisiyim ama sabahlara kadar köpek sesinden uyuyamıyoruz bir iki değil yıkık evlerde köpek dolu çocuklar korkuyor hayvanda etraftaki insanlardan şiddet görüyor hayvanlar bunların olmasını da istemiyorum.,Sokak Hayvanları Tehditi,3
"Altındağ Belediyesi Karapürçek Su Parkında Çalışan Tarafından Hakarete Uğradım Altındağ Karapürçek su parkı tesisinde e*** adlı çalışandan hakarete ve iftiraya maruz kaldım. Duş aldığım halde almadığım hususunda kötü bir üslupla bağırarak bana hakaret etti. Uzun süre tartıştı. Söz konusu kapalı havuz içerisinde disiplin yok. Tesiste çalışan bayanlar hep dışarıda vakit geçiriyor, gelenlerle ilgilenmiyor ve üyelere kötü davranıyorlar.",Belediye Hizmetleri,1
Altındağ Belediyesi Seyyar Tezgah- Hamamönü Altındağ Belediyesi- Hamamönü- Dükkanımın yanına aynı ürünleri satan seyyar satıcı bütün şikayetlerime rağmen kaldırılmadı zaten kaç sene iş yapamadık vergi kira derken elimizde zaten bir şey kalmıyor bari bir yer verin satış pazarında satış yapsın dükkanımın dibinde mi yapmak zorunda kanunlara da uyulmuyor.,Belediye Hizmetleri,2
Altındağ Belediyesi Okul Yoluna Kaldırım İstiyoruz Ankara Altındağ Sultan Alparslan ortaokulu yoluna acil kaldırım yapılmasını istiyoruz çocuklar okula gelip giderken zorluk çekiyorlar bugün benim okul çıkışı oğlumun ayağının üstünden bir araba geçmiş daha kötü bir olay olmadan önce lütfen gerekeni yapmanızı rica ediyorum bir çocuğa bir şey olsa Allah korusun bunun hesabını kim verecek?,Ulaşım ve Trafik,3
Altındağ Belediyesi Sokak Satıcıları Rahatsız Ediyor Karacaören TOKİ blokları sokak satıcıları çok gürültü yapıyorlar bu durumdan dolayı çok rahatsızız akşama kadar bağırıp duruyorlar gece çalışıyorum gündüz yatıyorum uyutmuyorlar özellikle bu yumurtacı çok ses yapıyor lütfen ilgilenir misiniz saygılar sunuyorum.,Belediye Hizmetleri,2
Altındağ Belediyesi Sokak Köpekleri Hakkında Altındağ karapurçek mahallesinde başıboş sokak köpekleri saldırıyorlar okula gidip gelirken çocuklarımız sıkıntı çekiyor kopeklerden başımızı alamıyoruz görünce hemen pesimize takılıyorlar geceleri seslerinden rahatsız oluyoruz bir çözüm bir çare istiyoruz toplanmasını arz ederiz,Sokak Hayvanları Tehditi,3
Altındağ Belediyesi Asfalt Onarım Yapım Sorunu Sayın belediye çalışanları Peçenek güzel Hisar bahçe yolları bir kötü bu yola neden asfalt atılmıyor acaba hiçbir bakan yok mu yollara yollar çok bozuk niye onarım çalışmaları yapmak aklınıza gelmiyor acaba bir baksanız artık araçlar perişan oluyor.,Altyapı ve İmar,3
Altındağ Belediyesine Ulaşamamak Altındağ Belediyesi altin masa gerçekten altin masa çünkü telefonlara bakmıyorlar. 43 dakika telefonda beklettiler kuyrukta 1 kişi var dendi tebrik ederim. Altin masa gerçekten isminiz gibi hizmet veriyorsunuz daha telefonda ulaşamıyorum. Sayın belediye başkanım saygıyla duyururum sizin bir suçunuz yok ancak personelinizin durumu bu İ** topcu 0535**61 60 20,Belediye Hizmetleri,2
Altındağ Belediyesi Çevre Ve Bina Kirliliği Kuzey Ankara 16. Etap site yönetimi başkanıyım bölgemizde bulunan güneş market defalarca uyarmamıza rağmen binaların hemen hemen her yerine yapıştırma reklamlarını Yapıştırmakta ve tekrar sökülmemektedir gerek asansör içleri çelik kapılar hatta doğalgaz sayaçlarına bile yapıştırmışlar konu ile alakalı gerekenin yapılmasını talep ediyoruz.,Çevre ve Temizlik,1
"Altındağ Belediyesi, Mahallede Köpek Saldırıları Ve Yaralanmalar! Altındağ Melike Hatun Cami etrafındaki köpek saldırısına uğruyoruz. Orada çalışan güvenliklere bilgi verdik. Onlarda biz ilgili yerlere bilgi verdik gelen yok dediler. 14/08/21 cumartesi günü cami avlusunda 3 kişiye saldırıp ısıran köpeklere tanık olduk. Bir an önce ilgili birimlerin işlemlerin yapılmasını arz ederim.",Sokak Hayvanları Tehditi,3
"Altındağ Belediyesi Çözüm Üretmeyen Belediyecilik Anlayışı Altındağ belediyesinde ikamet etmekteyim. Belediyemizde bulunan ali ersoy mah. Kapalı yüzme havuzu ve spor tesisleri hiçbir zaman telefonları açıp çağrılara yanıt vermemektedir. Ayrıca Altındağ Belediyesi başkanın kararıyla yalnızca çocuklara yüzme kursu veriliyor yetişkinler olarak bu hizmetten neden yararlanamıyoruz. Hafta içi çocuklar rahatlıkla faydalanabilecekken hafta sonunu yetişkinlere ayırmak çok mu zor merak ediyorum. Spor salonuna gitmek istediğimde de bu sefer yoğunluktan dolayı üyelik kabul etmediklerini söylediler. Hiçbir hizmetten faydalanamayacak mıyız biz.... Çözüm önerileri... 1- yüzme kursu hafta içi çocuklara hizmet etsin, hafta sonu yetişkinlere yönelik kurs olsun. 2- spor salonuna gelen üyelerin geliş saatleri ayarlanarak yoğunluk azaltılsın ve daha az kişinin geldiği sabah saatlerine yeni üyeler kabul edilsin. Basit iki yöntemle sorunlar halledilebilecekken çözüm üretmeyip sadece hayır cevabını veren bir belediye yönetimiyle karşı karşıyayım. Umarım şikayetim dikkate alınır.",Belediye Hizmetleri,2
Altındağ Belediyesi Talep İstemi Çözümü Kurban bayramında kavaklı köyünden kurbanlık aldık 1. Günü bundan sonraki yıllara 8-10 görevli zabıta tayin ederek trafiğin akmasını sağlamanızı rica ederim. Çok yoğun olmakta eziyete dönüşmektedir. Belediyenizce herhangi bir çözüm görülememektedir.,Ulaşım ve Trafik,3
Altındağ Belediyesi Anaokulu Nda Verilen Yanlış Hizmet Ankara Altındağ Belediyesi Altındağ 1 numaralı anaokulu na çocuğumun adrese göre kaydedilecek okul olarak çıkıyor ama bugün okul benim çocuğumun kaydını yapmadı. Yakınımızda başka okul yok öncelik kayıtlı olanların olması lazım değil mi bu konuda yardım bekliyorum teşekkürler,Belediye Hizmetleri,1
"Altındağ Belediyesi Parkta Köpekler Var Yetkililerden Yardım İstiyoruz Güneşevler /Altındağ /Ankara Yunus Emre sağlık ocağının karşısındaki parkta 20ye yakın köpek var ve insanlara saldırıyor, aramadığımız numara kalmadı yardımcı olur musunuz lütfen parkımızı kullanamıyoruz her yerde kemikler var koku var yetkililer lütfen.",Sokak Hayvanları Tehditi,1
"Altındağ Belediyesi Temizlik- Çöp Suları Altındağ-Zübeyde hanım mah.- Sarmaşık sokakta ikamet etmekteyim. Çöp araçlarından sokaklarımıza akıtılan su için çözüm arayışım 6-7 senedi buldu. Çocuklarımız o sokaklarda oynuyor. Doğru düzgün oyun parkımız yok. Yönetim sosyal mecralarda başka mahallelere yapmış olduğu icraatların reklamını yapmakla meşgul. O icraatlardan bizim mahallemiz de faydalanır mı bir gün? İnancınız varsa, hakkımız helal değildir.",Çevre ve Temizlik,1
"Altındağ Belediyesi Sokaktaki Aşısız Ve Sahipsiz Köpeklerin Fazlalığı Karacaören TOKİ'de, özellikle Covid dönemiyken sokak köpeklerinin fazlalaştığının farkına varılmıştır fark etmeksizin sokaklarda özellikle çocuklarda sıkıntının artmaması için sadece bir hafta içerisinde görevliler tarafından toplatılması rica olunup toplatılmaması durumunda ise gelişmelerden dolayı kimsenin suç üstlenmeyeceğinin birebir bilinmesi gerekmektedir.",Sokak Hayvanları Tehditi,3
"Altındağ Belediyesi Çöp Arabası Sabahın Köründe Gelmesin! Yıldıztepe mahallesinde ikamet etmeyiz. Her sabah saat 8de büyük bir gürültüyle gelen çöp arabaları artık canımıza tak etti. Herkes sabah 7de 8de kalkmak zorunda değil. Hastası, yaşlısı, çocuğu veya rahat rahat uyumak isteyen insanlar var. Adeta bir yerler yıkılıyormuş gibi sesler ile gelip tüm hengameleri ile toplayıp gidiyorlar. Birkaç ay öncesine kadar akşam toplanan çöpler neden sabah toplanmaya başlandı. Tekrar eski haline dönmesini talep ediyoruz.",Ulaşım ve Trafik,2
Altındağ Belediyesi Eksiklik Tamamen Başka Yok Daha dün parkın kenarına daha doğrusu Samsun yolu üzerine 5 dakika durdum 1 bira içtim diye neredeyse terörist muamelesi gördük bu nedir anlayamadım. Gece sokaktan gelen küfürler konuşmalar aranan polisler işimiz var diyen memurlar. Görev devlet içinse tam yapılmalı.,Belediye Hizmetleri,1
Altındağ Belediyesi Hizmet Eksikliği Çöpler Toplanmıyor Altındağ Belediyesi günlerdir konteyner da ki çöpleri toplamıyor. İş yerim orhan kemal caddesinde ikametim F****** çelikte ve bölgesel olarak aynı sorunu yaşıyoruz koku be sineklerden geçilmiyor. Lütfen gerekli önlemleri alın o kadar vergiyi çöp içinde yaşamak için ödemiyoruz,Belediye Hizmetleri,1
"Altındağ Belediyesi İnek Besleme, Koku Yayılması Gıcık mahallesinde inek beslendiği için evlere koku geliyor. Buna bir çözüm olursanız, mahallemiz kokudan kurtulur. Sinek her tarafı doldu. Lütfen bir çözüm bulun. Muhtar ve kardeşi inek besliyorlar. Zabıta bir şey demiyor. Gerekenin yapılmasını arz ederim.",Çevre ve Temizlik,3
Altındağ Belediyesi Sakaktaki Çukur İçin Asfalt Yıldıztepe Mahallesi şehit Salih Eroğlu sokağında oturuyorum sokak girişinde kocaman çukur var aylardır yapılmıyor acaba belediye olarak ne zaman yapılması hedefleniyor acilen çözüm bulunmasını istiyorum araçların tekerlerini mahvetti. Umarım en kısa sürede çözüm bulunur.,Altyapı ve İmar,3
Altındağ Belediyesi Feridun Çelik Mahallesi'nde Sokak Köpekleri Kendim köpek eğitmeniyim bir o kadar hayvan severim ama bu şekilde hayvanları sokaklarda bırakmak hayvan severlik değildir tamamen insanlık dışı bina sakinlerine karşı yapılan bir haksızlıktır. Sokak köpekleri yüzünden Türkiye geneli olmak üzere Ankara Feridun Çelik Mahallesi'nde akşam 23 den itibaren sabah 8 e kadar köpek seslerinden geçilmiyor geçen bir gence saldırdılar ellerinden ben aldım aynı zamanda ev köpeği olan bir bayanın köpeğine saldırdılar bu şekilde belediyelik olmaz biraz ilgilenin şu an balkondan baktığımda 20 kadar köpek görünüyor belediye başkanına ricamdır bu konuyla ilgilenin.,Sokak Hayvanları Tehditi,3
"Altındağ Belediyesi'nin Bitmeyen İnşaatı Altındağ Belediyesi bünyesinde bulunan, hacettepe Mahallesi, ekrem koçak sokaktaki kadın dayanışma evi son 4 aydır bir tadilatla misafirhaneye dönüştürülmektedir. Bu inşaat 4 aydır bitirilemedi ve öyle sesli ilerlemektedir ki artık sabır falan kalmamıştır. Yaz günü hem tozu hem de sesi ile mücadele ediyor tüm sokak. Sıcakta pencerelerimizi açamaz olduk, 3 aylık oğlum en üst kattan bırakılan moloz ve demir parçalarının çıkarttığı seslerden sürekli sıçrıyor ve psikolojisi bozulmuş durumda, en ufak bir seste sıçrayarak uyanır oldu. Artık yeter bıktık...",Altyapı ve İmar,2
Altındağ Belediyesi Sahipsiz Sokak Hayvanların Toplanıp Barınak Yapılması Bölgede çok fazla sahipsiz köpek bulunmaktadır. Barınak yapılıp köpeklerin bölgeden götürülmesini rica ederiz. Çocukları tek başına dışarı gönderememekteyiz. Dün komşumuzun çocuğu bisiklet sürerken köpek kovalamıştır ve çocuk takla atmıştır. Bu gibi olayların tekrarlanmaması için konuyla ilgilenmenizi rica ederiz. Altındağ baraj Mahallesi kuzeykent TOKİ bloklarında.,Sokak Hayvanları Tehditi,3
Altındağ Belediyesi Köpeklerle Başımız Dertte Çevreli sokak ve etrafında olan sokaklardaki kopekler insanları çok rahatsız ediyorlar. Sayıları 1 değil 2 değil grup halinde dolaşıyorlar her sokağın çok sayıda köpeği var. Sokakları istila etmiş durumdalar. Sokaklar da yürüyemez olduk. Lütfen bu duruma bir çözüm getirmenizi rica ediyorum.,Sokak Hayvanları Tehditi,3
Altındağ Belediyesi Köpek Bacağımdan Isırdı Altındağ aktaş 357 TOKİ'nin o taraftaki gecekonduların orada 03.07.2021 saat 18.15 civarında köpek saldırısına uğradım. Tetanos ve kuduz aşısı oldum ama bu duruma bir önlem alınmasını talep ediyorum. İlgili bakanlık ve belediye görevlilerinden yoksa şikayette bulunacağım.,Sokak Hayvanları Tehditi,3
Altındağ Belediyesi Çocuk Parkları Denetlenmeli Celal esat da bulunan Yunus Emre parkı çocuklar için tam bir tehlike yeri yerde sabit bulunan kalın demirler her yerde üstelik yaklaşık 3hafta önce basket sahasının kalın taşları orada oturan bir genç kızın ayağına düştü sadece bunlarla da bitmiyor ne kadar yaşlı adam varsa oturup çocukları izliyor çok rahatsız edici. Çocuk parkları denetlenmeli.,Altyapı ve İmar,3
"Altındağ Belediyesi Seyyar Satıcıların Kaldırılmasını İstiyorum Benim çağrıbey caddesinde dükkanım var, dandanakan sokak Migros önünde duran seyyarların yüzünden benim manav reyonum çöpe gidiyor. Seyyarlardan bıktım Keçiören gibi belediyeler arabalarını bağlıyor burası serbest diye, süt yumurta peynirde satmaya başladılar. Herkes buraya tezgah açıyor. Dükkanımı kredi ile açtım vergi veriyorum kira ödüyorum seyyarların yüzünden malları çöpe atıyorum, bana yazık değil mi bir anne olarak? Lütfen bıktım bunlardan. Onların yüzünden zorlanıyorum. Yedi aydır buna sonuç bulunamadı. Artık CİMER'e yazacağım. Zabıta geliyor arabayı alta götürüyor, gidince tekrar tezgahı kuruyor, ohh ne iyi. Kira yok, vergi yok. Adam üç daire almış TOKİ'den ben kiramı öderken zorlanayım adalet mi bu?",Belediye Hizmetleri,1
"Altındağ Belediyesi Sokak Satıcıları Gürültüsünden Rahatsızım Sokak satıcılarının gürültüsünden artık bıktık. Her yaz aynı şey. Başka semtlerde bu satıcıların girmesi dahi yasakken bizim muhitimizde sabahtan akşama kadar patatescisi, soğancısı, sütçüsü, sebzecisi, hurdacısı bitmiyor! Her sabah bunların gürültüsüyle uyanmaktan bıktım. 10 dakika balkonda huzurla oturamıyoruz. Acil çözüm.",Belediye Hizmetleri,1
Altındağ Belediyesi Hatalı Park Ve Ulaşımı Zorlaştırma Altındağ hacı bayram Mahallesi sanayi Caddesi doğan sokakta bulunan belediye denetimine ait kar yağdı sultan türbesinin çevresine kaldırıma çıkarak araçlar sabahtan akşam saatlerine kadar en az 2 araç olacak şeklide park ediliyor. Çevre esnafı olarak şikayetim var çevresinde onlarca otopark olmasına rağmen doğan sokakta çift sıra park yapmaları bitti şimdi de iş hanı önüne ve türbe çevresine park etmeleri baladı saygılarımla,Ulaşım ve Trafik,1
"Altındağ Belediyesi Sokak Köpeği Saldırısı Altındağ Belediyesi Yıldıztepe Mahallesi Gürpınar parkında kızıma köpekler saldırmış. Saldırı sonucu kızım kendini kurtarmak için koşarken spor aletlerinin olduğu yüksek kaştan düşmüş bacağı kötü olmuş şu an ağrıları var zor yürüyor. Parkın oradaki inşaatta çalışan bir kişi köpekler kovalamış, kovalamasa ne olurdu bilemiyorum...",Sokak Hayvanları Tehditi,3
Altındağ Belediyesi Sokak Ve Kaldırım Temizliği Çağdaş şok 42ve44numaralarin olduğu taraftaki kaldırımlar temizleniyor ve her yer sigara ve maske kaldırım ve yol kenarları detaylı temizlenmiyor pandemi zamanı daha dikkatli olunması gerekirken titiz davranılmıyor lütfen gerekli uyarıları izi yapmanızı rica ederim. Şimdiden teşekkürler,Çevre ve Temizlik,1
Altındağ Belediyesi Gürültü Ve Yangın Söndürme Cihazı Altındağ Belediyesi ne ben başpınar Mah 1093 sk no 11 Damla apartman yöneticisiyim binamız 2 senelik bir binadır 25 yapı inşaat müteahitinden teslim aldığımız yıldan beri yangın söndürme tüplerimizi defalarca istememizi rağmen yerine getirilmemiştir. Ayrıca dairelere gelen su basıncının yetersiz kaldığı için müteahhit hidrofor taktırmış fakat hidrofor çok ses yapıyor ve rahatsız ediyor bina sakinlerini özelliklere beni yani iki numarayı hidrofor tam yatak odasının yanında çok rahatsızlık veriyor gereğinin yapılmasını saygılarımla arz ederim.,Belediye Hizmetleri,3
Altındağ Belediyesi Dolmuşa Almama Ve Dolmuş Bitti Yalanı Bugün Altındağ'da gedik Göksu dolmuşunu bekledim 22:18'de geldi şirin yerin ilerisinde ineceğim dedim ben şirin yere gidiyorum alamam dedi başka dolmuş yok bitti dedi ve ardından bir başka dolmuş geldi o araca bindim kendisi eve gitsin diye beni almadı onu da geçtim başka dolmuş yok dolmuş bitti diye yalan söyledi ben beklemeyip gitseydim orada kalacaktım kendilerinden şikayetçiyim kız başıma dolmuş bitti deyip almaması hoş değildi yerimde kendi kızı da olabilirdi bende işten çıktım sonuçta gezmekten dönmüyorum daha düzgün insanlar çalıştırın.,Ulaşım ve Trafik,1
